Санкт-Петербургский государственный университет аэрокосмического приборостроения (ГУАП),11.05.01,Радиоэлектронные системы и комплексы,Радиолокационные системы и комплексы,193,МИР,20,226000,129,О,Специалитет
Санкт-Петербургский государственный университет аэрокосмического приборостроения (ГУАП),16.03.01,Техническая физика,Физические методы контроля качества и диагностики,202,МИР,14,262000,129,О
Санкт-Петербургский государственный университет аэрокосмического приборостроения (ГУАП),11.03.04,Электроника и наноэлектроника,Промышленная электроника,219,МИР,30,226000,129,О
Санкт-Петербургский государственный университет аэрокосмического приборостроения (ГУАП),23.03.01,Технология транспортных процессов,Организация перевозок и управление в единой транспортной системе,205,МИР,50,226000,129,О
Санкт-Петербургский государственный университет аэрокосмического приборостроения (ГУАП),11.03.01,Радиотехника,"Радиотехнические средства передачи, приема и обработки сигналов",185,МИР,85,80000,129,"З, О"
Санкт-Петербургский государственный университет аэрокосмического приборостроения (ГУАП),11.03.03,Конструирование и технология электронных средств,Проектирование и технология электронно-вычислительных средств,216,МИР,30,226000,129,О
Санкт-Петербургский государственный университет аэрокосмического приборостроения (ГУАП),12.03.02,Оптотехника,Оптико-электронные приборы и комплексы,208,МИР,25,226000,129,О
Санкт-Петербургский государственный университет аэрокосмического приборостроения (ГУАП),20.03.01,Техносферная безопасность,Инженерная защита окружающей среды,208,МИР,30,80000,129,"З, О"
Санкт-Петербургский государственный университет аэрокосмического приборостроения (ГУАП),15.03.04,Автоматизация технологических процессов и производств,Автоматизация технологических процессов и производств,Бюджет только с этого года,МИР,25,226000,129,О
Санкт-Петербургский государственный университет аэрокосмического приборостроения (ГУАП),24.03.02,Системы управления движением и навигация,"Приборы и системы ориентации, стабилизации и навигации",218,МИР,25,262000,129,О
Санкт-Петербургский государственный университет аэрокосмического приборостроения (ГУАП),11.05.01,Радиоэлектронные системы и комплексы,Радиоэлектронные системы передачи информации,193,МИР,20,226000,129,О,Специалитет
Санкт-Петербургский государственный университет аэрокосмического приборостроения (ГУАП),13.03.02,Электроэнергетика и электротехника,Электромеханика,132,МИР,75,80000,118,"З, О, ОЗ"
Санкт-Петербургский государственный университет аэрокосмического приборостроения (ГУАП),25.05.03,Техническая эксплуатация транспортного радиооборудования,Техническая эксплуатация радиоэлектронного оборудования аэропортов и воздушных трасс,189,МИР,35,80000,129,"З, О",Специалитет
Санкт-Петербургский государственный университет аэрокосмического приборостроения (ГУАП),13.05.02,Специальные электромеханические системы,Электромеханические системы специальных устройств и изделий,194,МИР,15,226000,129,О,Специалитет
Санкт-Петербургский государственный университет аэрокосмического приборостроения (ГУАП),25.05.05,Эксплуатация воздушных судов и организация воздушного движения,Организация радиотехнического обеспечения полетов воздушных судов,184,МИР,40,384000,129,О,Специалитет
Санкт-Петербургский государственный университет аэрокосмического приборостроения (ГУАП),12.03.01,Приборостроение,Авиационные приборы и измерительно-вычислительные комплексы,200,МИР,37,80000,129,"З, О"
Балтийский государственный технический университет «ВОЕНМЕХ» имени Д. Ф. Устинова (БГТУ ВОЕНМЕХ),11.03.01,Радиотехника,Радиоэлектронные системы,199,МИР,100,66500,123,"З, О"
Балтийский государственный технический университет «ВОЕНМЕХ» имени Д. Ф. Устинова (БГТУ ВОЕНМЕХ),12.03.03,Фотоника и оптоинформатика,Оптогеоинформатика,211,МИР,15,210600,123,О
Балтийский государственный технический университет «ВОЕНМЕХ» имени Д. Ф. Устинова (БГТУ ВОЕНМЕХ),20.03.01,Техносферная безопасность,Безопасность технологических процессов и производств,220,МИР,13,69600,118,"З, О"
Балтийский государственный технический университет «ВОЕНМЕХ» имени Д. Ф. Устинова (БГТУ ВОЕНМЕХ),24.05.06,Системы управления летательными аппаратами,Системы управления ракет,214,МИР,25,245800,123,О,Специалитет
Балтийский государственный технический университет «ВОЕНМЕХ» имени Д. Ф. Устинова (БГТУ ВОЕНМЕХ),24.03.03,Баллистика и гидроаэродинамика,Гидроаэродинамика,190,МИР,20,245800,118,О
Балтийский государственный технический университет «ВОЕНМЕХ» имени Д. Ф. Устинова (БГТУ ВОЕНМЕХ),24.05.05,Интегрированные системы летательных аппаратов,Автоматизированные системы управления боевыми авиационными комплексами,214,МИР,25,245800,123,О,Специалитет
Санкт-Петербургский государственный электротехнический университет «ЛЭТИ» им. В.И. Ульянова (Ленина) (СПбГЭТУ «ЛЭТИ»),09.03.01,Информатика и вычислительная техника,Информатика и вычислительная техника,Бюджет только с этого года,МИР,20,71600,165,"З, ОЗ"
Санкт-Петербургский государственный электротехнический университет «ЛЭТИ» им. В.И. Ульянова (Ленина) (СПбГЭТУ «ЛЭТИ»),11.05.01,Радиоэлектронные системы и комплексы,Радиоэлектронные системы и комплексы,214,МИР,25,225000,130,О,Специалитет
Санкт-Петербургский государственный электротехнический университет «ЛЭТИ» им. В.И. Ульянова (Ленина) (СПбГЭТУ «ЛЭТИ»),11.03.04,Электроника и наноэлектроника,Электронные приборы и устройства,199,МИР,45,71600,130,"З, О"
Санкт-Петербургский государственный электротехнический университет «ЛЭТИ» им. В.И. Ульянова (Ленина) (СПбГЭТУ «ЛЭТИ»),11.03.04,Электроника и наноэлектроника,Нанотехнологии в электронике,199,МИР,45,71600,130,"З, О"
Санкт-Петербургский государственный электротехнический университет «ЛЭТИ» им. В.И. Ульянова (Ленина) (СПбГЭТУ «ЛЭТИ»),11.03.04,Электроника и наноэлектроника,Микроэлектроника и твердотельная электроника,199,МИР,45,71600,130,"З, О"
